StudyId,DateTimeStudyAdded,SystematicSearchId,SystematicSearchName,InvestigatorIds,InvestigatorNames,DateTimeOfScreenings,ScreeningDecisions,ScreeningStatus
1bf02a60-689a-4c72-bd15-2b181e758bd5,2023-08-07 14:40:51,e98127ba-c265-4b5c-8d9d-702ce973b094,upload test,,,,,InsufficientlyScreened
25b6f67c-ec82-49bb-a333-7aaa8eeb46d2,2023-08-07 14:40:51,e98127ba-c265-4b5c-8d9d-702ce973b094,upload test,,,,,InsufficientlyScreened
21a81bde-3632-4749-8631-e3f31a20dd39,2023-08-07 14:40:51,e98127ba-c265-4b5c-8d9d-702ce973b094,upload test,,,,,InsufficientlyScreened
8ae102ae-4a94-4aa6-a339-d0aad893bd02,2023-08-07 14:40:51,e98127ba-c265-4b5c-8d9d-702ce973b094,upload test,,,,,InsufficientlyScreened
810a3bae-79ac-4cc1-b703-d0b8eae6418d,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
a495acc0-7cd5-44f6-8ebe-6ce905f72c82,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
2bcac085-826b-4f06-85d7-f78e42b28085,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
9a281dc6-ee86-42a3-a4be-ced1d7657422,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
2cea63df-9a8c-4524-8765-d69b275877b8,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
63c78954-708f-462d-9d41-c37ab7b967fb,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
0ee81f6a-3242-46f7-8845-9833ebc36eb0,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
14133b10-5f94-4e6c-bd88-bd30f5baff00,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
16547241-d988-4742-a24b-eb45dea70eb1,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
3b73b47d-ff50-4c30-b24c-48748d050b1d,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
3c886c2f-8157-4eac-8a8a-8243dfdf89a2,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
80c4266f-04fb-4621-804d-e19a087ca70f,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
7d04617e-e40d-4c0a-9c71-66d79da786b8,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
ce34fdf7-90bb-4855-98e9-dd0b72fb7ba0,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
066577fa-7506-4d1c-b27f-38786e1401c7,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
9268f88c-49ee-4128-8c36-100b9c1dd001,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
a4e69029-3457-4198-8645-98d311703e54,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
bb0a40bd-bb9e-4744-8b0c-daf56cf2b220,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
5602af4c-9c44-478e-8442-dadd7a1eeb9a,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
d059c1f9-66f5-407c-afbf-6ec64f3e2fb6,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
d32bc93b-c9e7-4abd-b985-0489f436cee1,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
abfa45eb-4ecc-4072-8d91-8d63efd17171,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
bea7680a-35ef-4bb4-b85c-818f4c1c79af,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
6c06d366-a981-4dab-b658-a15654cd28e1,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
f9902080-5286-42c8-bbc6-5c233cee8cd3,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
e131cb6d-58f0-4fa9-9a9e-3c06d15f3c69,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
